iter	Passed	Remaining
1362	52017	24310
1363	52053	24271
1364	52093	24234
1365	52132	24196
1366	52170	24158
1367	52207	24119
1368	52243	24080
1369	52281	24042
1370	52319	24003
1371	52360	23966
1372	52396	23927
1373	52439	23891
1374	52476	23852
1375	52513	23814
1376	52559	23779
1377	52604	23744
1378	52642	23706
1379	52685	23670
1380	52730	23635
1381	52787	23605
1382	52821	23565
1383	52855	23525
1384	52890	23485
1385	52925	23446
1386	52962	23407
1387	52997	23367
1388	53032	23328
1389	53071	23290
1390	53108	23251
1391	53143	23212
1392	53190	23177
1393	53228	23139
1394	53271	23103
1395	53314	23067
1396	53359	23031
1397	53395	22992
1398	53430	22953
1399	53466	22914
1400	53501	22874
1401	53540	22836
1402	53575	22797
1403	53613	22758
1404	53647	22718
1405	53687	22681
1406	53733	22646
1407	53769	22607
1408	53808	22569
1409	53850	22532
1410	53884	22493
1411	53920	22454
1412	53959	22416
1413	53993	22376
1414	54032	22338
1415	54071	22300
1416	54115	22264
1417	54155	22227
1418	54194	22189
1419	54229	22149
1420	54269	22112
1421	54310	22075
1422	54348	22037
1423	54384	21998
1424	54418	21958
1425	54454	21919
1426	54492	21880
1427	54535	21844
1428	54579	21808
1429	54619	21771
1430	54654	21732
1431	54690	21693
1432	54724	21652
1433	54763	21615
1434	54797	21575
1435	54830	21535
1436	54865	21495
1437	54901	21456
1438	54937	21417
1439	54973	21378
1440	55013	21341
1441	55047	21301
1442	55084	21262
1443	55121	21224
1444	55159	21185
1445	55195	21146
1446	55229	21107
1447	55276	21072
1448	55318	21035
1449	55354	20996
1450	55389	20957
1451	55424	20917
1452	55459	20878
1453	55499	20840
1454	55534	20801
1455	55572	20763
1456	55607	20723
1457	55640	20684
1458	55676	20644
1459	55709	20605
1460	55747	20566
1461	55792	20531
1462	55829	20492
1463	55864	20453
1464	55902	20414
1465	55941	20377
1466	55981	20339
1467	56022	20302
1468	56056	20262
1469	56099	20226
1470	56138	20188
1471	56173	20149
1472	56210	20110
1473	56246	20071
1474	56288	20034
1475	56337	20000
1476	56380	19964
1477	56418	19925
1478	56454	19887
1479	56490	19848
1480	56527	19809
1481	56570	19772
1482	56610	19735
1483	56658	19700
1484	56700	19663
1485	56739	19625
1486	56774	19586
1487	56808	19546
1488	56844	19508
1489	56878	19468
1490	56914	19429
1491	56949	19390
1492	56985	19351
1493	57022	19312
1494	57056	19273
1495	57102	19237
1496	57145	19201
1497	57182	19162
1498	57220	19124
1499	57254	19084
1500	57290	19046
1501	57331	19008
1502	57381	18974
1503	57417	18935
1504	57452	18896
1505	57486	18856
1506	57520	18817
1507	57556	18778
1508	57594	18740
1509	57629	18701
1510	57664	18661
1511	57697	18622
1512	57734	18583
1513	57776	18546
1514	57814	18508
1515	57851	18469
1516	57888	18431
1517	57929	18394
1518	57965	18355
1519	58000	18316
1520	58036	18277
1521	58072	18238
1522	58108	18199
1523	58133	18157
1524	58169	18118
1525	58212	18081
1526	58251	18043
1527	58286	18004
1528	58320	17965
1529	58355	17926
1530	58393	17888
1531	58434	17850
1532	58476	17813
1533	58521	17777
1534	58565	17741
1535	58620	17708
1536	58666	17672
1537	58706	17634
1538	58746	17597
1539	58783	17558
1540	58819	17519
1541	58854	17480
1542	58891	17442
1543	58926	17403
1544	58963	17364
1545	58997	17325
1546	59036	17287
1547	59072	17248
1548	59107	17209
1549	59141	17170
1550	59180	17132
1551	59216	17093
1552	59252	17054
1553	59288	17015
1554	59322	16976
1555	59361	16938
1556	59402	16901
1557	59443	16863
1558	59480	16825
1559	59528	16790
1560	59573	16753
1561	59624	16719
1562	59663	16681
1563	59702	16643
1564	59740	16605
1565	59777	16566
1566	59813	16527
1567	59848	16488
1568	59882	16449
1569	59916	16410
1570	59952	16371
1571	59990	16333
1572	60025	16294
1573	60071	16258
1574	60110	16220
1575	60146	16181
1576	60181	16142
1577	60217	16103
1578	60251	16064
1579	60287	16025
1580	60323	15987
1581	60365	15949
1582	60402	15911
1583	60440	15873
1584	60478	15834
1585	60514	15796
1586	60550	15757
