iter	Passed	Remaining
1240	53660	32818
1241	53703	32775
1242	53744	32730
1243	53783	32685
1244	53824	32640
1245	53865	32595
1246	53907	32552
1247	53948	32507
1248	54006	32472
1249	54048	32429
1250	54089	32384
1251	54134	32342
1252	54173	32296
1253	54213	32251
1254	54255	32207
1255	54296	32162
1256	54342	32121
1257	54383	32076
1258	54437	32040
1259	54482	31997
1260	54526	31954
1261	54566	31909
1262	54607	31864
1263	54646	31819
1264	54690	31776
1265	54730	31731
1266	54772	31687
1267	54818	31646
1268	54882	31614
1269	54923	31570
1270	54965	31526
1271	55009	31483
1272	55052	31439
1273	55092	31395
1274	55134	31351
1275	55175	31306
1276	55218	31263
1277	55260	31219
1278	55304	31176
1279	55347	31132
1280	55389	31088
1281	55427	31042
1282	55466	30997
1283	55507	30952
1284	55552	30910
1285	55593	30866
1286	55633	30820
1287	55681	30780
1288	55732	30741
1289	55775	30698
1290	55815	30652
1291	55853	30607
1292	55895	30563
1293	55936	30518
1294	55981	30476
1295	56018	30429
1296	56063	30387
1297	56105	30343
1298	56145	30298
1299	56184	30253
1300	56223	30207
1301	56264	30163
1302	56303	30118
1303	56345	30073
1304	56384	30028
1305	56426	29984
1306	56468	29940
1307	56510	29896
1308	56558	29856
1309	56605	29814
1310	56648	29771
1311	56687	29726
1312	56727	29681
1313	56765	29635
1314	56808	29592
1315	56847	29546
1316	56902	29510
1317	56953	29470
1318	56993	29425
1319	57034	29381
1320	57074	29336
1321	57114	29291
1322	57158	29249
1323	57197	29203
1324	57239	29159
1325	57277	29113
1326	57317	29068
1327	57360	29025
1328	57401	28981
1329	57442	28937
1330	57483	28893
1331	57524	28848
1332	57565	28804
1333	57603	28758
1334	57643	28714
1335	57686	28670
1336	57728	28626
1337	57768	28582
1338	57829	28547
1339	57873	28504
1340	57913	28460
1341	57953	28415
1342	57996	28372
1343	58034	28326
1344	58074	28281
1345	58115	28237
1346	58156	28193
1347	58196	28148
1348	58236	28103
1349	58277	28059
1350	58319	28015
1351	58359	27970
1352	58398	27926
1353	58462	27892
1354	58510	27852
1355	58557	27810
1356	58597	27766
